"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []"
1,-9.05151608136914,-0.715191375555838
1.001,-9.06108925599756,-0.713814814445466
1.002,-9.07066125927834,-0.712441817285452
1.003,-9.08023210039205,-0.711072371984073
1.004,-9.08980178852909,-0.709706466501749
1.005,-9.09937033288952,-0.708344088850847
1.006,-9.10893774268312,-0.706985227095366
1.007,-9.11850402712929,-0.705629869350717
1.008,-9.12806919545703,-0.704278003783441
1.009,-9.13763325690485,-0.702929618610958
1.01,-9.14719622072081,-0.701584702101313
1.011,-9.15675809616236,-0.700243242572945
1.012,-9.1663188924964,-0.698905228394386
1.013,-9.17587861899921,-0.697570647984052
1.014,-9.18543728495635,-0.696239489809975
1.015,-9.19499489966269,-0.694911742389581
1.016,-9.20455147242232,-0.693587394289384
1.017,-9.21410701254856,-0.692266434124826
1.018,-9.22366152936387,-0.690948850559962
1.019,-9.23321503219982,-0.689634632307239
1.02,-9.24276753039708,-0.688323768127284
1.021,-9.25231903330533,-0.687016246828606
1.022,-9.26186955028329,-0.685712057267436
1.023,-9.2714190906986,-0.684411188347406
1.024,-9.28096766392786,-0.683113629019378
1.025,-9.29051527935656,-0.681819368281171
1.026,-9.300061946379,-0.680528395177364
1.027,-9.30960767439834,-0.679240698799021
1.028,-9.3191524728265,-0.677956268283504
1.029,-9.32869635108415,-0.676675092814192
1.03,-9.33823931860068,-0.675397161620321
1.031,-9.34778138481413,-0.674122463976707
1.032,-9.3573225591712,-0.672850989203523
1.033,-9.3668628511272,-0.671582726666097
1.034,-9.37640227014601,-0.670317665774683
1.035,-9.38594082570006,-0.669055795984234
1.036,-9.39547852727029,-0.66779710679418
1.037,-9.40501538434611,-0.66654158774821
1.038,-9.4145514064254,-0.665289228434067
1.039,-9.42408660301443,-0.66404001848331
1.04,-9.43362098362789,-0.662793947571121
1.041,-9.44315455778882,-0.661551005416069
1.042,-9.45268733502857,-0.660311181779918
1.043,-9.46221932488682,-0.659074466467395
1.044,-9.47175053691151,-0.65784084932601
1.045,-9.48128098065882,-0.656610320245794
1.046,-9.49081066569316,-0.655382869159139
1.047,-9.50033960158712,-0.654158486040582
1.048,-9.50986779792146,-0.652937160906582
1.049,-9.51939526428507,-0.651718883815327
1.05,-9.52892201027497,-0.650503644866526
1.051,-9.53844804549626,-0.649291434201216
1.052,-9.54797337956208,-0.648082242001529
1.053,-9.55749802209366,-0.646876058490545
1.054,-9.56702198272018,-0.645672873932047
1.055,-9.57654527107885,-0.644472678630345
1.056,-9.58606789681486,-0.643275462930052
1.057,-9.59558986958131,-0.642081217215949
1.058,-9.60511119903923,-0.640889931912714
1.059,-9.61463189485757,-0.63970159748477
1.06,-9.62415196671315,-0.638516204436101
1.061,-9.63367142429063,-0.637333743310019
1.062,-9.64319027728254,-0.636154204689036
1.063,-9.65270853538919,-0.634977579194601
1.064,-9.66222620831873,-0.633803857486958
1.065,-9.67174330578703,-0.632633030264964
1.066,-9.68125983751779,-0.631465088265873
1.067,-9.6907758132424,-0.630300022265161
1.068,-9.70029124269998,-0.629137823076356
1.069,-9.70980613563735,-0.627978481550823
1.07,-9.71932050180905,-0.62682198857762
1.071,-9.72883435097723,-0.625668335083297
1.072,-9.73834769291176,-0.624517512031703
1.073,-9.7478605373901,-0.623369510423826
1.074,-9.75737289419734,-0.622224321297607
1.075,-9.76688477312617,-0.621081935727763
1.076,-9.77639618397691,-0.619942344825615
1.077,-9.78590713655739,-0.618805539738895
1.078,-9.79541764068303,-0.617671511651598
1.079,-9.80492770617682,-0.616540251783779
1.08,-9.81443734286925,-0.615411751391416
1.081,-9.82394656059835,-0.614286001766186
1.082,-9.83345536920964,-0.613162994235356
1.083,-9.84296377855613,-0.612042720161553
1.084,-9.85247179849834,-0.610925170942647
1.085,-9.86197943890424,-0.609810338011551
1.086,-9.87148670964924,-0.608698212836049
1.087,-9.88099362061625,-0.607588786918666
1.088,-9.89050018169556,-0.606482051796461
1.089,-9.90000640278492,-0.605377999040876
1.09,-9.90951229378949,-0.604276620257588
1.091,-9.91901786462183,-0.603177907086332
1.092,-9.92852312520189,-0.602081851200737
1.093,-9.93802808545703,-0.60098844430817
1.094,-9.94753275532197,-0.599897678149572
