"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []"
1,-16.3312629024411,-0.487258388444119
1.001,-16.3229937683551,-0.487843381298898
1.002,-16.3147420089013,-0.488428200858015
1.003,-16.3065076069309,-0.489012845814167
1.004,-16.2982905452466,-0.489597314863
1.005,-16.2900908066031,-0.490181606703131
1.006,-16.2819083737072,-0.490765720036149
1.007,-16.2737432292177,-0.491349653566622
1.008,-16.2655953557459,-0.491933406002113
1.009,-16.2574647358557,-0.492516976053176
1.01,-16.2493513520635,-0.493100362433364
1.011,-16.2412551868388,-0.493683563859253
1.012,-16.2331762226041,-0.494266579050423
1.013,-16.2251144417351,-0.494849406729487
1.014,-16.2170698265611,-0.495432045622086
1.015,-16.209042359365,-0.496014494456903
1.016,-16.2010320223833,-0.496596751965665
1.017,-16.1930387978069,-0.497178816883155
1.018,-16.1850626677806,-0.497760687947218
1.019,-16.1771036144037,-0.498342363898757
1.02,-16.1691616197303,-0.498923843481761
1.021,-16.1612366657691,-0.499505125443295
1.022,-16.1533287344838,-0.500086208533521
1.023,-16.1454378077934,-0.500667091505682
1.024,-16.1375638675725,-0.501247773116137
1.025,-16.1297068956512,-0.501828252124347
1.026,-16.1218668738153,-0.502408527292893
1.027,-16.114043783807,-0.502988597387476
1.028,-16.1062376073246,-0.503568461176935
1.029,-16.0984483260229,-0.504148117433237
1.03,-16.0906759215135,-0.5047275649315
1.031,-16.0829203753651,-0.505306802449984
1.032,-16.0751816691033,-0.505885828770115
1.033,-16.0674597842113,-0.506464642676478
1.034,-16.05975470213,-0.507043242956832
1.035,-16.052066404258,-0.50762162840211
1.036,-16.0443948719521,-0.508199797806431
1.037,-16.0367400865275,-0.508777749967102
1.038,-16.0291020292579,-0.509355483684634
1.039,-16.0214806813759,-0.509932997762731
1.04,-16.0138760240732,-0.510510291008318
1.041,-16.0062880385006,-0.511087362231528
1.042,-15.9987167057687,-0.511664210245723
1.043,-15.9911620069478,-0.512240833867488
